job_title,Skills_Text,Skills_Text_Display,Cluster,Role
Machine Learning Engineer,"c, c++, computer vision, deep learning, machine learning, python, r, scala","c, c++, computer vision, deep learning, machine learning, python, r, scala",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"aws, azure, c, data science, databases, feature engineering, gcp, git, machine learning, python, pytorch, r, scala, tensorflow","aws, azure, c, data science, databases, feature engineering, gcp, git, machine learning, python, pyt...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer - MLOps Team,"aws, c, cloud computing, data science, docker, git, kubernetes, machine learning, nlp, python, pytorch, r, scala, sql, tensorflow, transformers","aws, c, cloud computing, data science, docker, git, kubernetes, machine learning, nlp, python, pytor...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"c, machine learning, r","c, machine learning, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, deep learning, diffusion models, machine learning, python, pytorch, r, transformers","c, deep learning, diffusion models, machine learning, python, pytorch, r, transformers",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, git, github, r","c, git, github, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
2025 Machine Learning Engineer Intern,"c, deep learning, feature engineering, hadoop, machine learning, pandas, python, pytorch, r, spark, sql, tensorflow","c, deep learning, feature engineering, hadoop, machine learning, pandas, python, pytorch, r, spark, ...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
"Sr. Software Engineer, Machine Learning","c, deep learning, java, machine learning, neural networks, python, r, scala, spark, tensorflow","c, deep learning, java, machine learning, neural networks, python, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer II, Inventory","c, databases, deep learning, large language models, machine learning, r, scala, sql","c, databases, deep learning, large language models, machine learning, r, scala, sql",4,"Cluster 4 (large language models, scala, c, aws, r)"
"Software Engineer - AI/ML, Multiple Locations","aws, c, c++, java, javascript, python, r, scala, software engineering","aws, c, c++, java, javascript, python, r, scala, software engineering",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
Machine Learning Engineer,"c, deep learning, nlp, r","c, deep learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Machine Learning Engineer Graduate (TikTok E-Commerce - Conversational AI) - 2025 Start (MS),"aws, c, data science, java, large language models, machine learning, nlp, python, r, spark","aws, c, data science, java, large language models, machine learning, nlp, python, r, spark",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer Intern (E-commerce-Recommendation) - 2025 Summer/Fall (BS/MS),"aws, c, computer vision, deep learning, machine learning, pytorch, r, tensorflow","aws, c, computer vision, deep learning, machine learning, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, cloud computing, feature engineering, machine learning, numpy, python, r, scala, sql, tensorflow","c, cloud computing, feature engineering, machine learning, numpy, python, r, scala, sql, tensorflow",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Data Scientist,"c, cloud computing, databases, git, machine learning, python, r, sql, statistical modeling","c, cloud computing, databases, git, machine learning, python, r, sql, statistical modeling",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"ML Software Engineer, Robotics AI","c, computer vision, machine learning, r","c, computer vision, machine learning, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, deep learning, machine learning, pytorch, r, tensorflow","c, deep learning, machine learning, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Machine Learning Engineer, RAG","c, databases, deep learning, docker, hadoop, java, machine learning, neural networks, nlp, python, pytorch, r, scala, software engineering, spark, sql, tensorflow","c, databases, deep learning, docker, hadoop, java, machine learning, neural networks, nlp, python, p...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, data science, databases, deep learning, kubernetes, machine learning, python, pytorch, r, spark, tensorflow","c, data science, databases, deep learning, kubernetes, machine learning, python, pytorch, r, spark, ...",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, deep learning, machine learning, pytorch, r","c, deep learning, machine learning, pytorch, r",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer - Summer Intern 2025,"aws, c, docker, kubernetes, machine learning, nlp, pandas, python, pytorch, r, scala, spark, sql, tensorflow, transformers","aws, c, docker, kubernetes, machine learning, nlp, pandas, python, pytorch, r, scala, spark, sql, te...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Software Engineer, Machine Learning/Computer Vision","c, c++, computer vision, deep learning, machine learning, python, r","c, c++, computer vision, deep learning, machine learning, python, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, AI (FULLY REMOTE, USA)","aws, azure, c, docker, gcp, git, kubernetes, machine learning, r","aws, azure, c, docker, gcp, git, kubernetes, machine learning, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Software Engineer, Research","aws, azure, c, c++, cloud computing, computer vision, data science, deep learning, docker, gcp, kubernetes, machine learning, numpy, pandas, python, pytorch, r, scala, software engineering, spark","aws, azure, c, c++, cloud computing, computer vision, data science, deep learning, docker, gcp, kube...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Software Engineer - New Grad,"aws, c, computer vision, mongodb, python, r, software engineering, typescript","aws, c, computer vision, mongodb, python, r, software engineering, typescript",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Machine Learning (Multiple Levels) - Slack","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala, software engineering, spark, tensorflow","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer - Ads,"c, data science, machine learning, r","c, data science, machine learning, r",1,"Cluster 1 (c, r, data science, machine learning, scala)"
"Software Engineer, Machine Learning (Multiple Levels) - Slack","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala, software engineering, spark, tensorflow","c, databases, hadoop, java, large language models, machine learning, nlp, python, pytorch, r, scala,...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"aws, c, deep learning, docker, gcp, kubernetes, large language models, nlp, python, pytorch, r, scala, spark, tensorflow, transformers","aws, c, deep learning, docker, gcp, kubernetes, large language models, nlp, python, pytorch, r, scal...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"aws, c, computer vision, data science, data visualization, deep learning, docker, gcp, git, machine learning, matlab, numpy, pandas, python, pytorch, r, scala, software engineering, spark, sql, tensorflow","aws, c, computer vision, data science, data visualization, deep learning, docker, gcp, git, machine ...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
AI Predictive Machine Learning Engineer,"aws, azure, c, c++, computer vision, deep learning, docker, git, java, kubernetes, machine learning, nlp, numpy, pandas, python, pytorch, r, scala, sql, tensorflow","aws, azure, c, c++, computer vision, deep learning, docker, git, java, kubernetes, machine learning,...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Data Scientist Intern,"c, data analytics, data science, machine learning, python, r, sql","c, data analytics, data science, machine learning, python, r, sql",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Machine Learning Engineer,"c, deep learning, nlp, r","c, deep learning, nlp, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Data Scientist - All Levels,"aws, azure, c, data analytics, data science, databases, deep learning, hadoop, java, linux, machine learning, mongodb, python, pytorch, r, rest api, spark, sql, tableau, tensorflow","aws, azure, c, data analytics, data science, databases, deep learning, hadoop, java, linux, machine ...",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer,"c, data science, machine learning, python, pytorch, r, sql, tensorflow","c, data science, machine learning, python, pytorch, r, sql, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Machine Learning Engineer,"c, computer vision, large language models, machine learning, r, vision language models","c, computer vision, large language models, machine learning, r, vision language models",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"c, c++, data science, git, machine learning, python, pytorch, r","c, c++, data science, git, machine learning, python, pytorch, r",2,"Cluster 2 (c++, pytorch, c, python, tensorflow)"
"Machine Learning Engineer, AI (FULLY REMOTE, USA)","aws, azure, c, docker, gcp, git, kubernetes, machine learning, r","aws, azure, c, docker, gcp, git, kubernetes, machine learning, r",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
Machine Learning Engineer Graduate (Search E-Commerce - Seattle) - 2025 Start (BS/MS),"aws, c, c++, computer vision, deep learning, machine learning, nlp, python, r","aws, c, c++, computer vision, deep learning, machine learning, nlp, python, r",5,"Cluster 5 (aws, nlp, c, r, machine learning)"
Data Scientist,"c, data science, deep learning, linux, machine learning, neural networks, python, r, scala, spark, sql, statistical modeling","c, data science, deep learning, linux, machine learning, neural networks, python, r, scala, spark, s...",1,"Cluster 1 (c, r, data science, machine learning, scala)"
Artificial Intelligence / Machine Learning Research Engineer,"c, data science, deep learning, git, github, large language models, machine learning, python, pytorch, r, scala, statistical modeling","c, data science, deep learning, git, github, large language models, machine learning, python, pytorc...",4,"Cluster 4 (large language models, scala, c, aws, r)"
Machine Learning Engineer,"c, databricks, docker, git, kubernetes, machine learning, pandas, python, pytorch, r, scala, spark","c, databricks, docker, git, kubernetes, machine learning, pandas, python, pytorch, r, scala, spark",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
"Machine Learning Engineer, Level 4","aws, c, machine learning, pytorch, r, scala, spark, tensorflow","aws, c, machine learning, pytorch, r, scala, spark, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
Data Scientist - req32521,"big data analytics, c, data analytics, data science, data visualization, databricks, git, github, machine learning, neural networks, numpy, pandas, python, pytorch, r, spark, sql, tensorflow","big data analytics, c, data analytics, data science, data visualization, databricks, git, github, ma...",0,"Cluster 0 (pandas, numpy, tensorflow, pytorch, machine learning)"
Machine Learning Engineer,"c, machine learning, python, pytorch, r, tensorflow","c, machine learning, python, pytorch, r, tensorflow",6,"Cluster 6 (pytorch, tensorflow, c, machine learning, r)"
"Senior Machine Learning Engineer I, Risk","c, docker, gcp, git, linux, machine learning, neural networks, r, scala","c, docker, gcp, git, linux, machine learning, neural networks, r, scala",3,"Cluster 3 (gcp, kubernetes, aws, azure, docker)"
